[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],[US 1120 Balance Sheet_Name],[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
47000,HAC.PUBLICA. DEUDOR IVA (C),HAC.PUBLICA. DEUDOR IVA (C),Asset,,Yes,No,T_RECEIVABLES_ACCT,4700,,,,,,,,,,
47010,HAC PUBLICA. DEUDOR IVA (L),HAC PUBLICA. DEUDOR IVA (L),Asset,,,No,,4701,,,,,,,,,,
47020,H.P.D.SUBV.CONCEDIDAS (L),H.P.D.SUBV.CONCEDIDAS (L),Asset,,,No,,4702,,,,,,,,,,
47030,DEVOLUCION IMPUESTOS (L),DEVOLUCION IMPUESTOS (L),Asset,,,No,,4703,,,,,,,,,,
47070,HACIENDA PUBLICA. DEUDOR IGIC,HACIENDA PUBLICA. DEUDOR IGIC,Asset,,,No,,4707,,,,,,,,,,
47080,H.P.D.SUBV.CONCEDIDAS (C),H.P.D.SUBV.CONCEDIDAS (C),Asset,,,No,,4708,,,,,,,,,,
47090,DEVOLUCION DE IMPUESTOS (C),DEVOLUCION DE IMPUESTOS (C),Asset,,,No,,4709,,,,,,,,,,
47100,SEGURIDAD SOCIAL.DEUDORES(C),SEGURIDAD SOCIAL.DEUDORES(C),Asset,,,No,,4710,,,,,,,,,,
47110,SEGURIDAD SOCIAL.DEUDORES(L),SEGURIDAD SOCIAL.DEUDORES(L),Asset,,,No,,4711,,,,,,,,,,
47200,H.P.IVA SOPORTADO,H.P.IVA SOPORTADO,Asset,,Yes,No,T_CREDIT_ACCT,4720,,,,,,,,,,
47270,H.P. IGIC SOPORTADO,H.P. IGIC SOPORTADO,Asset,,,No,,4727,,,,,,,,,,
47300,RETENCIONES Y PAGOS A CTA,RETENCIONES Y PAGOS A CTA,Asset,,,No,,4730,,,,,,,,,,
47400,DIF.TEMPORARIAS DEDUCIBLES,DIF.TEMPORARIAS DEDUCIBLES,Asset,,,No,,4740,,,,,,,,,,
47420,DCHOS.DED/BONIF.PTES.APLIC,DCHOS.DED/BONIF.PTES.APLIC,Asset,,,No,,4742,,,,,,,,,,
47450,CRDTO PERDIDAS A COMP.,CRDTO PERDIDAS A COMP.,Asset,,,No,,4745,,,,,,,,,,
47500,HAC.PUBL.ACREEDOR IVA (C),HAC.PUBL.ACREEDOR IVA (C),Liability,,Yes,No,T_LIABILITY_ACCT,4750,,,,,,,,,,
47510,H.P.ACREEDOR RETENCIONES(C),H.P.ACREEDOR RETENCIONES(C),Liability,,Yes,No,WITHHOLDING_ACCT,4751,,,,,,,,,,
47520,H.P.ACREEDOR I.SOCIEDADES(C),H.P.ACREEDOR I.SOCIEDADES(C),Liability,,,No,,4752,,,,,,,,,,
47530,H.P. ACREEDOR IVA (L),H.P. ACREEDOR IVA (L),Liability,,,No,,4753,,,,,,,,,,
47540,H.P. ACREEDOR RETENCIONES (L),H.P. ACREEDOR RETENCIONES (L),Liability,,,No,,4754,,,,,,,,,,
47550,H.P.ACREEDOR I.SOCIEDADES(L),H.P.ACREEDOR I.SOCIEDADES(L),Liability,,,No,,4755,,,,,,,,,,
47560,H.P.ACREED.SUBV.REINTEGR.(L),H.P.ACREED.SUBV.REINTEGR.(L),Liability,,,No,,4756,,,,,,,,,,
47570,H.P. ACREEDORA POR IGIC (C),H.P. ACREEDORA POR IGIC (C),Liability,,,No,,4757,,,,,,,,,,
47580,H.P.ACREED.SUBV.REINTEGR.(C),H.P.ACREED.SUBV.REINTEGR.(C),Liability,,,No,,4758,,,,,,,,,,
47590,H.P. ACREEDORA POR IGIC (L),H.P. ACREEDORA POR IGIC (L),Liability,,,No,,4759,,,,,,,,,,
47600,SEG. SOCIAL. ACREEDORES (C),SEG. SOCIAL. ACREEDORES (C),Liability,,,No,,4760,,,,,,,,,,
47610,SEG. SOCIAL. ACREEDORES (L),SEG. SOCIAL. ACREEDORES (L),Liability,,,No,,4761,,,,,,,,,,
47700,HACIENDA PUBLICA.IVA REPERC.,HACIENDA PUBLICA.IVA REPERC.,Liability,,Yes,No,T_DUE_ACCT,4770,,,,,,,,,,
47770,H.P. IGIC REPERCUTIDO,H.P. IGIC REPERCUTIDO,Liability,,,No,,4777,,,,,,,,,,
47900,PASIVOS DIF.TEMPORARIAS IMP.,PASIVOS DIF.TEMPORARIAS IMP.,Liability,,,No,,4790,,,,,,,,,,
48000,GASTOS ANTICIPADOS,GASTOS ANTICIPADOS,Asset,,,No,,4800,,,,,,,,,,
48500,INGRESOS ANTICIPADOS,INGRESOS ANTICIPADOS,Liability,,,No,,4850,,,,,,,,,,
49000,DET.VALOR CDTOS OP.COM.,DET.VALOR CDTOS OP.COM.,Asset,,,No,,4900,,,,,,,,,,
49330,DET.VALOR CDTO OP.COM(GRUPO),DET.VALOR CDTO OP.COM(GRUPO),Asset,,,No,,4933,,,,,,,,,,
49340,DET.VALOR CDTO OP.COM(ASOC),DET.VALOR CDTO OP.COM(ASOC),Asset,,,No,,4934,,,,,,,,,,
49350,DET.VALOR CDTO OP.COM.(O.P.V),DET.VALOR CDTO OP.COM.(O.P.V),Asset,,,No,,4935,,,,,,,,,,
49940,PROV.POR CONTRAT.ONEROSOS,PROV.POR CONTRAT.ONEROSOS,Liability,,,No,,4994,,,,,,,,,,
49941,PROV.POR CONTRAT.ONEROSOS LP,PROV.POR CONTRAT.ONEROSOS LP,Liability,,,No,,4994,,,,,,,,,,
49990,PROV. PARA OTRAS OP.COM.,PROV. PARA OTRAS OP.COM.,Liability,,,No,,4999,,,,,,,,,,
49991,PROV. PARA OTRAS OP.COM. LP,PROV. PARA OTRAS OP.COM. LP,Liability,,,No,,4999,,,,,,,,,,
50000,OBLIGACIONES Y BONOS A CORTO,OBLIGACIONES Y BONOS A CORTO,Liability,,,No,,5000,,,,,,,,,,
50200,ACC/PART.CP CONS.PASIV.FIN.,ACC/PART.CP CONS.PASIV.FIN.,Liability,,,No,,5020,,,,,,,,,,
50500,DEUDAS VALORES NEGOC.CP,DEUDAS VALORES NEGOC.CP,Liability,,,No,,5050,,,,,,,,,,
50600,INT.CP.EMPREST.Y OT.EMIS.,INT.CP.EMPREST.Y OT.EMIS.,Liability,,,No,,5060,,,,,,,,,,
50700,DIVID.ACC.PART.CONS.PASIV.FIN.,DIVID.ACC.PART.CONS.PASIV.FIN.,Liability,,,No,,5070,,,,,,,,,,
50900,OBLIGACIONES Y BONOS AMORTIZ.,OBLIGACIONES Y BONOS AMORTIZ.,Liability,,,No,,5090,,,,,,,,,,
50910,OBLIG/BONOS CONVERT.AMORTIZ.,OBLIG/BONOS CONVERT.AMORTIZ.,Liability,,,No,,5091,,,,,,,,,,
50950,OTROS VALORES NEGOC.AMORTIZ.,OTROS VALORES NEGOC.AMORTIZ.,Liability,,,No,,5095,,,,,,,,,,
51030,DEUDAS CP ENTID.CDTO(GRUPO),DEUDAS CP ENTID.CDTO(GRUPO),Liability,,,No,,5103,,,,,,,,,,
51031,DEUDAS EF.DESC.A CORTO(GRUPO),DEUDAS EF.DESC.A CORTO(GRUPO),Liability,,,No,,5103,,,,,,,,,,
51040,DEUDAS CP ENTID.CDTO(ASOC),DEUDAS CP ENTID.CDTO(ASOC),Liability,,,No,,5104,,,,,,,,,,
51041,DEUDAS EF.DESC.A CORTO(ASOC),DEUDAS EF.DESC.A CORTO(ASOC),Liability,,,No,,5104,,,,,,,,,,
51050,DEUDAS CP ENTID.CDTO(O.P.V),DEUDAS CP ENTID.CDTO(O.P.V),Liability,,,No,,5105,,,,,,,,,,
51051,DEUDAS EF.DESC.CORTO (O.P.V),DEUDAS EF.DESC.CORTO (O.P.V),Liability,,,No,,5105,,,,,,,,,,
51130,PROV.INMOV.CP (GRUPO),PROV.INMOV.CP (GRUPO),Liability,,,No,,5113,,,,,,,,,,
51140,PROV.INMOV.CP (ASOC),PROV.INMOV.CP (ASOC),Liability,,,No,,5114,,,,,,,,,,
51150,PROV.INMOV.CP (OT.PART.VINC),PROV.INMOV.CP (OT.PART.VINC),Liability,,,No,,5115,,,,,,,,,,
51230,ACREED.ARREND.FIN.CP E.GR,ACREED.ARREND.FIN.CP E.GR,Liability,,,No,,5123,,,,,,,,,,
51231,OBLIGAC.Y BONOS CORTO (GRUPO),OBLIGAC.Y BONOS CORTO (GRUPO),Liability,,,No,,5123,,,,,,,,,,
51232,OBL.Y BONOS CONV.CORTO(GRUPO),OBL.Y BONOS CONV.CORTO(GRUPO),Liability,,,No,,5123,,,,,,,,,,
51233,ACC/PART.CP CONT.PASIV(GRUPO),ACC/PART.CP CONT.PASIV(GRUPO),Liability,,,No,,5123,,,,,,,,,,
51234,DEUDAS VALORES NEG.CP (GRUPO),DEUDAS VALORES NEG.CP (GRUPO),Liability,,,No,,5123,,,,,,,,,,
51235,VALORES NEGC.AMORTIZ. (GRUPO),VALORES NEGC.AMORTIZ. (GRUPO),Liability,,,No,,5123,,,,,,,,,,
51240,ACREED.ARREND.FIN.CP E.AS,ACREED.ARREND.FIN.CP E.AS,Liability,,,No,,5124,,,,,,,,,,
51241,OBLIGAC.Y BONOS CORTO (ASOC),OBLIGAC.Y BONOS CORTO (ASOC),Liability,,,No,,5124,,,,,,,,,,
51242,OBL.Y BONOS CONV.CORTO(ASOC),OBL.Y BONOS CONV.CORTO(ASOC),Liability,,,No,,5124,,,,,,,,,,
51243,ACC/PART.CP CONT.PASIVO(ASOC),ACC/PART.CP CONT.PASIVO(ASOC),Liability,,,No,,5124,,,,,,,,,,
51244,DEUDAS VALORES NEG.CP (ASOC),DEUDAS VALORES NEG.CP (ASOC),Liability,,,No,,5124,,,,,,,,,,
51245,VALORES NEGOC.AMORTIZ.(ASOC),VALORES NEGOC.AMORTIZ.(ASOC),Liability,,,No,,5124,,,,,,,,,,
51250,ACREED.ARREND.FIN.CP E.OPV,ACREED.ARREND.FIN.CP E.OPV,Liability,,,No,,5125,,,,,,,,,,
51251,OBLIGAC.Y BONOS CORTO (O.P.V),OBLIGAC.Y BONOS CORTO (O.P.V),Liability,,,No,,5125,,,,,,,,,,
51252,OBL.Y BONOS CONV.CORTO(O.PV),OBL.Y BONOS CONV.CORTO(O.PV),Liability,,,No,,5125,,,,,,,,,,
51253,ACC/PART.CP CONT.PAS(O.P.V),ACC/PART.CP CONT.PAS(O.P.V),Liability,,,No,,5125,,,,,,,,,,
51254,DEUDAS VALORES NEG.CP(O.P.V),DEUDAS VALORES NEG.CP(O.P.V),Liability,,,No,,5125,,,,,,,,,,
51255,VALORES NEGOC.AMORTIZ.(O.P.V),VALORES NEGOC.AMORTIZ.(O.P.V),Liability,,,No,,5125,,,,,,,,,,
51300, OTRAS DEUDAS A CORTO PLAZO CON PARTES VINCULADAS, OTRAS DEUDAS A CORTO PLAZO CON PARTES VINCULADAS,Liability,,Yes,No,INTERCOMPANYDUETO_ACCT,5130,,,,,,,,,,
51330,OTRAS DEUDAS CP (GRUPO),OTRAS DEUDAS CP (GRUPO),Liability,,,No,,5133,,,,,,,,,,
51331,OBLIGAC.Y BONOS CORTO (GRUPO),OBLIGAC.Y BONOS CORTO (GRUPO),Liability,,,No,,5133,,,,,,,,,,
51332,OBL.Y BONOS CONV.CP (GRUPO),OBL.Y BONOS CONV.CP (GRUPO),Liability,,,No,,5133,,,,,,,,,,
51333,ACC/PART.CP CONT.PAS(GRUPO),ACC/PART.CP CONT.PAS(GRUPO),Liability,,,No,,5133,,,,,,,,,,
51334,DEUD.VALORES NEG.CP(GRUPO),DEUD.VALORES NEG.CP(GRUPO),Liability,,,No,,5133,,,,,,,,,,
51335,VALORES NEG.AMORTIZ.(GRUPO),VALORES NEG.AMORTIZ.(GRUPO),Liability,,,No,,5133,,,,,,,,,,
51340,OTRAS DEUDAS CP (ASOC),OTRAS DEUDAS CP (ASOC),Liability,,,No,,5134,,,,,,,,,,
51341,OBLIGAC.Y BONOS CORTO (ASOC),OBLIGAC.Y BONOS CORTO (ASOC),Liability,,,No,,5134,,,,,,,,,,
51342,OBL.Y BONOS CONV.CORTO(ASOC),OBL.Y BONOS CONV.CORTO(ASOC),Liability,,,No,,5134,,,,,,,,,,
51343,ACC/PART.CP CONT.PASIVO(ASOC),ACC/PART.CP CONT.PASIVO(ASOC),Liability,,,No,,5134,,,,,,,,,,
51344,DEUDAS VALORES NEG.CP (ASOC),DEUDAS VALORES NEG.CP (ASOC),Liability,,,No,,5134,,,,,,,,,,
51345,VALORES NEGOC.AMORTIZ.(ASOC),VALORES NEGOC.AMORTIZ.(ASOC),Liability,,,No,,5134,,,,,,,,,,
51350,OTRAS DEUDAS CP(O.P.V.),OTRAS DEUDAS CP(O.P.V.),Liability,,,No,,5135,,,,,,,,,,
51351,OBLIGAC.Y BONOS CORTO (O.P.V),OBLIGAC.Y BONOS CORTO (O.P.V),Liability,,,No,,5135,,,,,,,,,,
51352,OBL.Y BONOS CONV.CORTO(O.PV),OBL.Y BONOS CONV.CORTO(O.PV),Liability,,,No,,5135,,,,,,,,,,
51353,ACC/PART.CP CONT.PASIV(O.P.V),ACC/PART.CP CONT.PASIV(O.P.V),Liability,,,No,,5135,,,,,,,,,,
51354,DEUDAS VALORES NEG.CP(O.P.V),DEUDAS VALORES NEG.CP(O.P.V),Liability,,,No,,5135,,,,,,,,,,
51355,VALORES NEGOC.AMORTIZ.(O.P.V),VALORES NEGOC.AMORTIZ.(O.P.V),Liability,,,No,,5135,,,,,,,,,,
51430,INT.CP DE DEUDAS (GRUPO),INT.CP DE DEUDAS (GRUPO),Liability,,,No,,5143,,,,,,,,,,
51440,INT.CP DE DEUDAS (ASOC),INT.CP DE DEUDAS (ASOC),Liability,,,No,,5144,,,,,,,,,,
51450,INT.CP DEUDAS (O.P.V.),INT.CP DEUDAS (O.P.V.),Liability,,,No,,5145,,,,,,,,,,
52000,PRESTAMOS ENTIDADES CDTO.CP,PRESTAMOS ENTIDADES CDTO.CP,Liability,,,No,,5200,,,,,,,,,,
52010,DEUDAS CP CRDTOS DISPUESTOS,DEUDAS CP CRDTOS DISPUESTOS,Liability,,,No,,5201,,,,,,,,,,
52080,DEUDAS EFECTOS DESCONTADOS,DEUDAS EFECTOS DESCONTADOS,Liability,,,No,,5208,,,,,,,,,,
52090,DEUDAS POR OP.FACTORING,DEUDAS POR OP.FACTORING,Liability,,,No,,5209,,,,,,,,,,
52100,DEUDAS A CORTO PLAZO,DEUDAS A CORTO PLAZO,Liability,,,No,,5210,,,,,,,,,,
52200,DEUD.CP TRANSF.SUBV/DONAC/LEG.,DEUD.CP TRANSF.SUBV/DONAC/LEG.,Liability,,,No,,5220,,,,,,,,,,
52300,PROVEEDORES INMOVILIZADO CP,PROVEEDORES INMOVILIZADO CP,Liability,,,No,,5230,,,,,,,,,,
52400,ACREED.ARREND.FINANC.CP,ACREED.ARREND.FINANC.CP,Liability,,,No,,5240,,,,,,,,,,
52500,EFECTOS A PAGAR A CORTO,EFECTOS A PAGAR A CORTO,Liability,,,No,,5250,,,,,,,,,,
52600,DIVIDENDO ACTIVO A PAGAR,DIVIDENDO ACTIVO A PAGAR,Liability,,,No,,5260,,,,,,,,,,
52700,INT.CORTO DEUD.ENT.CDTO.,INT.CORTO DEUD.ENT.CDTO.,Liability,,,No,,5270,,,,,,,,,,
52800,INTERESES CORTO PLAZO DEUDAS,INTERESES CORTO PLAZO DEUDAS,Liability,,,No,,5280,,,,,,,,,,
52910,PROV.CP PARA IMPUESTOS,PROV.CP PARA IMPUESTOS,Liability,,,No,,5291,,,,,,,,,,
52920,PROV.CP OTRAS RESPONSAB.,PROV.CP OTRAS RESPONSAB.,Liability,,,No,,5292,,,,,,,,,,
52930,PROV.CP DESM/RETIR/REHB.INMV.,PROV.CP DESM/RETIR/REHB.INMV.,Liability,,,No,,5293,,,,,,,,,,
52950,PROV.CP ACTUAC.MEDIOAMB.,PROV.CP ACTUAC.MEDIOAMB.,Liability,,,No,,5295,,,,,,,,,,
53030,PARTICIPACIONES CP(GRUPO),PARTICIPACIONES CP(GRUPO),Asset,,,No,,5303,,,,,,,,,,
53040,PARTICIPACIONES CP(ASOC),PARTICIPACIONES CP(ASOC),Asset,,,No,,5304,,,,,,,,,,
53050,PARTICIPACIONES CP(OT.P.VINC),PARTICIPACIONES CP(OT.P.VINC),Asset,,,No,,5305,,,,,,,,,,
53130,VALORES REPR.DEUDAS CP(GRUPO),VALORES REPR.DEUDAS CP(GRUPO),Asset,,,No,,5313,,,,,,,,,,
53140,VALORES REPR.DEUDAS CP(ASOC),VALORES REPR.DEUDAS CP(ASOC),Asset,,,No,,5314,,,,,,,,,,
53150,VALORES REPR.DEUDAS CP(O.P.V),VALORES REPR.DEUDAS CP(O.P.V),Asset,,,No,,5315,,,,,,,,,,
53200, CREDITOS A CORTO PLAZO A PARTES VINCULADAS, CREDITOS A CORTO PLAZO A PARTES VINCULADAS,Asset,,Yes,No,INTERCOMPANYDUEFROM_ACCT,5320,,,,,,,,,,
53230,CREDITOS CP (GRUPO),CREDITOS CP (GRUPO),Asset,,,No,,5323,,,,,,,,,,
53231,CRED.CP.POR ENAJENAC.INMOV(GR),CRED.CP.POR ENAJENAC.INMOV(GR),Asset,,,No,,5323,,,,,,,,,,
53232,CRED.CP.POR ARREND.FINANC.(GR),CRED.CP.POR ARREND.FINANC.(GR),Asset,,,No,,5323,,,,,,,,,,
53233,CRED.CP.POR IMPOSCIONES CP(GR),CRED.CP.POR IMPOSCIONES CP(GR),Asset,,,No,,5323,,,,,,,,,,
53240,CREDITOS CP (ASOCIADAS),CREDITOS CP (ASOCIADAS),Asset,,,No,,5324,,,,,,,,,,
53241,CRED.CP.POR ENAJENAC.INMOV(AS),CRED.CP.POR ENAJENAC.INMOV(AS),Asset,,,No,,5324,,,,,,,,,,
53242,CRED.CP.POR ARREND.FINANC.(AS),CRED.CP.POR ARREND.FINANC.(AS),Asset,,,No,,5324,,,,,,,,,,
53243,CRED.CP.POR IMPOSCIONES CP(AS),CRED.CP.POR IMPOSCIONES CP(AS),Asset,,,No,,5324,,,,,,,,,,
53250,CREDITOS CP (OTRAS PART.VINC),CREDITOS CP (OTRAS PART.VINC),Asset,,,No,,5325,,,,,,,,,,
53251,CRED.CP.POR ENAJENAC.INMOV(V),CRED.CP.POR ENAJENAC.INMOV(V),Asset,,,No,,5325,,,,,,,,,,
53252,CRED.CP.POR ARREND.FINANC.(V),CRED.CP.POR ARREND.FINANC.(V),Asset,,,No,,5325,,,,,,,,,,
53253,CRED.CP.POR IMPOSCIONES CP(V),CRED.CP.POR IMPOSCIONES CP(V),Asset,,,No,,5325,,,,,,,,,,
53330,INT.CP VAL.REPR.DEUDA.(GRUPO),INT.CP VAL.REPR.DEUDA.(GRUPO),Asset,,,No,,5333,,,,,,,,,,
53340,INT.CP VAL.REPR.DEUDA.(ASOC),INT.CP VAL.REPR.DEUDA.(ASOC),Asset,,,No,,5334,,,,,,,,,,
53350,INT.CP VAL.REPR.DEUDA(O.P.V),INT.CP VAL.REPR.DEUDA(O.P.V),Asset,,,No,,5335,,,,,,,,,,
53430,INT.CP DE CREDITOS (GRUPO),INT.CP DE CREDITOS (GRUPO),Asset,,,No,,5343,,,,,,,,,,
53440,INT.CP DE CREDITOS (ASOC.),INT.CP DE CREDITOS (ASOC.),Asset,,,No,,5344,,,,,,,,,,
53450,INT.CP DE CREDITOS (O.P.V),INT.CP DE CREDITOS (O.P.V),Asset,,,No,,5345,,,,,,,,,,
53530,DIVIDENDOS A COBRAR (GRUPO),DIVIDENDOS A COBRAR (GRUPO),Asset,,,No,,5353,,,,,,,,,,
53540,DIVIDENDOS A COBRAR (ASOC),DIVIDENDOS A COBRAR (ASOC),Asset,,,No,,5354,,,,,,,,,,
53550,DIVIDENDOS A COBRAR (O.P.V),DIVIDENDOS A COBRAR (O.P.V),Asset,,,No,,5355,,,,,,,,,,
53930,DESEMB.PDTE S/PART.CP (GRUPO),DESEMB.PDTE S/PART.CP (GRUPO),Asset,,,No,,5393,,,,,,,,,,
53940,DESEMB.PDTE S/PART.CP (ASOC),DESEMB.PDTE S/PART.CP (ASOC),Asset,,,No,,5394,,,,,,,,,,
53950,DESEMB.PDTE S/PART.CP (O.P.V),DESEMB.PDTE S/PART.CP (O.P.V),Asset,,,No,,5395,,,,,,,,,,
54000,INV.FINANC.TEMP.INSTR.PATR.,INV.FINANC.TEMP.INSTR.PATR.,Asset,,,No,,5400,,,,,,,,,,
54100,VALORES REPR.DEUDAS CP,VALORES REPR.DEUDAS CP,Asset,,,No,,5410,,,,,,,,,,
54200,CREDITOS A CORTO PLAZO,CREDITOS A CORTO PLAZO,Asset,,,No,,5420,,,,,,,,,,
54300,CDTOS.ENAJ.INMOV. A CORTO,CDTOS.ENAJ.INMOV. A CORTO,Asset,,,No,,5430,,,,,,,,,,
54400,CREDITOS CP AL PERSONAL,CREDITOS CP AL PERSONAL,Asset,,,No,,5440,,,,,,,,,,
54500,DIVIDENDOS A COBRAR,DIVIDENDOS A COBRAR,Asset,,,No,,5450,,,,,,,,,,
54600,INT.CP DE VALORES REPR.DEUD.,INT.CP DE VALORES REPR.DEUD.,Asset,,,No,,5460,,,,,,,,,,
54700,INTERESES C.PLAZ.DE CREDITOS,INTERESES C.PLAZ.DE CREDITOS,Asset,,,No,,5470,,,,,,,,,,
54800,IMPOSICIONES A PLAZO CORTO,IMPOSICIONES A PLAZO CORTO,Asset,,,No,,5480,,,,,,,,,,
54810,INTERESES IMPOSICIONES CORTO,INTERESES IMPOSICIONES CORTO,Asset,,,No,,5481,,,,,,,,,,
54900,DESEMB.PDTE.S/PAR.PATRIM.CP,DESEMB.PDTE.S/PAR.PATRIM.CP,Asset,,,No,,5490,,,,,,,,,,
55000,TITULAR DE LA EXPLOTACION RE,TITULAR DE LA EXPLOTACION RE,Liability,,,No,,5500,,,,,,,,,,
55100,CTA.CTE.CON SOCIOS Y ADMIN. RE,CTA.CTE.CON SOCIOS Y ADMIN. RE,Liability,,,No,,5510,,,,,,,,,,
55230,CTA.CTE.EMPRESAS DEL GRUPO RE,CTA.CTE.EMPRESAS DEL GRUPO RE,Liability,,,No,,5523,,,,,,,,,,
55240,CTA.CTE.EMPRESAS ASOCIADAS RE,CTA.CTE.EMPRESAS ASOCIADAS RE,Liability,,,No,,5524,,,,,,,,,,
55250,CTA.CTE.OT.PARTES VINCULADAS RE,CTA.CTE.OT.PARTES VINCULADAS RE,Liability,,,No,,5525,,,,,,,,,,
55400,CTA.CTE CON UTES.Y C.B. RE,CTA.CTE CON UTES.Y C.B. RE,Liability,,,No,,5540,,,,,,,,,,
55500,PARTIDAS PDTES APLICACION,PARTIDAS PDTES APLICACION,Liability,,,No,,5550,,,,,,,,,,
55510,PARTIDAS RECIBIDAS DE CLIENTES NO IDENTIFICADOS,PARTIDAS RECIBIDAS DE CLIENTES NO IDENTIFICADOS,Liability,,Yes,No,B_UNIDENTIFIED_ACCT,5551,,,,,,,,,,
55520,PARTIDAS NO CONCILIADAS,PARTIDAS NO CONCILIADAS,Liability,,Yes,No,B_UNALLOCATEDCASH_ACCT,5552,,,,,,,,,,
55530,PARTIDAS DE EFECTIVO A DEPOSITAR,PARTIDAS DE EFECTIVO A DEPOSITAR,Liability,,Yes,No,CB_CASHTRANSFER_ACCT,5553,,,,,,,,,,
55630,DESEMB.EXIG.S/PART.P.N(GRUPO),DESEMB.EXIG.S/PART.P.N(GRUPO),Liability,,,No,,5563,,,,,,,,,,
55640,DESEMB.EXIG.S/PART.P.N.(ASOC),DESEMB.EXIG.S/PART.P.N.(ASOC),Liability,,,No,,5564,,,,,,,,,,
55650,DESEMB.EXIG.S/PART.P.N(O.P.V),DESEMB.EXIG.S/PART.P.N(O.P.V),Liability,,,No,,5565,,,,,,,,,,
55660,DESEMB.EXIG.S/PART.P.N(OT.EMP),DESEMB.EXIG.S/PART.P.N(OT.EMP),Liability,,,No,,5566,,,,,,,,,,
55700,DIVIDENDOS ACTIVOS A CUENTA,DIVIDENDOS ACTIVOS A CUENTA,Owner's Equity,,,No,,5570,,,,,,,,,,
55800,SOC.DESEMB.EXIG.ACC/PART.ORD.,SOC.DESEMB.EXIG.ACC/PART.ORD.,Asset,,,No,,5580,,,,,,,,,,
55810,SOCIOS DESEMB.EXIG.EN MORA,SOCIOS DESEMB.EXIG.EN MORA,Asset,,,No,,5581,,,,,,,,,,
55850,SOC.DES.EXIG.AC/PART.CONS.P.F.,SOC.DES.EXIG.AC/PART.CONS.P.F.,Asset,,,No,,5585,,,,,,,,,,
55900,ACTIVOS POR DERIV.FINANC.CP,ACTIVOS POR DERIV.FINANC.CP,Asset,,,No,,5590,,,,,,,,,,
55950,PASIVOS DERIV.FIN.CP.,PASIVOS DERIV.FIN.CP.,Asset,,,No,,5595,,,,,,,,,,
56000,FIANZAS RECIBIDAS A CORTO,FIANZAS RECIBIDAS A CORTO,Liability,,,No,,5600,,,,,,,,,,
56100,DEPOSITOS RECIBIDOS CP,DEPOSITOS RECIBIDOS CP,Liability,,,No,,5610,,,,,,,,,,
56500,FIANZAS CONSTITUIDAS CP,FIANZAS CONSTITUIDAS CP,Asset,,,No,,5650,,,,,,,,,,
56600,DEPOSITOS CONSTITUIDOS CP,DEPOSITOS CONSTITUIDOS CP,Asset,,,No,,5660,,,,,,,,,,
56700,INT.PAGADOS POR ANTICIPADO,INT.PAGADOS POR ANTICIPADO,Asset,,,No,,5670,,,,,,,,,,
56800,INT.COBRADOS POR ANTICIPADO,INT.COBRADOS POR ANTICIPADO,Liability,,,No,,5680,,,,,,,,,,
57000,CAJA EUROS,CAJA EUROS,Asset,,Yes,No,CB_ASSET_ACCT,5700,,,,,,,,,,
57100,CAJA. MONEDA EXTRANJERA,CAJA. MONEDA EXTRANJERA,Asset,,,No,,5710,,,,,,,,,,
57200,BANCOS.C/C.VISTA EUROS,BANCOS.C/C.VISTA EUROS,Asset,,Yes,No,B_ASSET_ACCT,5720,,,,,,,,,,
57300,BANCOS.C/C.VISTA.MONEDA EXT.,BANCOS.C/C.VISTA.MONEDA EXT.,Asset,,,No,,5730,,,,,,,,,,
57400,BANCOS. CTAS.DE AHORRO EUROS,BANCOS. CTAS.DE AHORRO EUROS,Asset,,,No,,5740,,,,,,,,,,
57500,BANCOS. CTAS.AHORRO.M.EXT.,BANCOS. CTAS.AHORRO.M.EXT.,Asset,,,No,,5750,,,,,,,,,,
57600,INVERS.C.P. GRAN LIQUIDEZ,INVERS.C.P. GRAN LIQUIDEZ,Asset,,,No,,5760,,,,,,,,,,
60000,COMPRAS DE MERCADERIAS,COMPRAS DE MERCADERIAS,Expense,,Yes,No,P_COGS_ACCT,6000,,,,,,,,,,
60050,IMPUESTO DE VENTAS PAGADO A VENDEDORES,IMPUESTO DE VENTAS PAGADO A VENDEDORES,Expense,,Yes,No,T_EXPENSE_ACCT,6005,,,,,,,,,,
60100,COMPRAS DE MATERIAS PRIMAS,COMPRAS DE MATERIAS PRIMAS,Expense,,,No,,6010,,,,,,,,,,
60200,ELEMENTOS/CONJ.INCORPORABLES,ELEMENTOS/CONJ.INCORPORABLES,Expense,,,No,,6020,,,,,,,,,,
60210,COMPRAS OT.APROVISIONAMIENTOS,COMPRAS OT.APROVISIONAMIENTOS,Expense,,,No,,6021,,,,,,,,,,
60220,REPUESTOS_  ( OTROS APROV .),REPUESTOS_  ( OTROS APROV .),Expense,,,No,,6022,,,,,,,,,,
60250,COMPRAS OTROS APROVISIONAMIENTOS,COMPRAS OTROS APROVISIONAMIENTOS,Expense,,,No,,6025,,,,,,,,,,
